folder,subfolder,plate_text,timestamp,image_path
CAM_20,2025-07-11T23+0300,bine,2025-07-11 23:22:33,detected_vehicles/20250711_232233_frame120_bine.jpg
CAM_20,2025-07-11T23+0300,Miue,2025-07-11 23:22:33,detected_vehicles/20250711_232233_frame130_Miue.jpg
CAM_20,2025-07-11T23+0300,nsuy,2025-07-11 23:22:33,detected_vehicles/20250711_232233_frame140_nsuy.jpg
CAM_20,2025-07-11T23+0300,Msue,2025-07-11 23:22:33,detected_vehicles/20250711_232233_frame150_Msue.jpg
CAM_20,2025-07-11T23+0300,MGue,2025-07-11 23:17:17,detected_vehicles/20250711_231717_frame10_MGue.jpg
CAM_20,2025-07-11T23+0300,MGsut,2025-07-11 23:17:17,detected_vehicles/20250711_231717_frame20_MGsut.jpg
CAM_20,2025-07-11T23+0300,WGut,2025-07-11 23:17:17,detected_vehicles/20250711_231717_frame20_WGut.jpg
CAM_20,2025-07-11T23+0300,hiud,2025-07-11 23:17:17,detected_vehicles/20250711_231717_frame30_hiud.jpg
CAM_20,2025-07-11T23+0300,MAbey 797,2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame10_MAbey797.jpg
CAM_20,2025-07-11T23+0300,Ludbex 297,2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame20_Ludbex297.jpg
CAM_20,2025-07-11T23+0300,Ludbex 297,2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame30_Ludbex297.jpg
CAM_20,2025-07-11T23+0300,k1dJey 792,2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame40_k1dJey792.jpg
CAM_20,2025-07-11T23+0300,klSey /97,2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame50_klSey97.jpg
CAM_20,2025-07-11T23+0300,kulbey /92,2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame60_kulbey92.jpg
CAM_20,2025-07-11T23+0300,klbey /97,2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame70_klbey97.jpg
CAM_20,2025-07-11T23+0300,LlSey /97],2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame80_LlSey97.jpg
CAM_20,2025-07-11T23+0300,KIlbEu /97,2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame90_KIlbEu97.jpg
CAM_20,2025-07-11T23+0300,1911,2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame100_1911.jpg
CAM_20,2025-07-11T23+0300,KdlJey /97,2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame110_KdlJey97.jpg
CAM_20,2025-07-11T23+0300,kIlSeu /97,2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame120_kIlSeu97.jpg
CAM_20,2025-07-11T23+0300,kulbeu/9q,2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame130_kulbeu9q.jpg
CAM_20,2025-07-11T23+0300,kulbeu/9q,2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame140_kulbeu9q.jpg
CAM_20,2025-07-11T23+0300,v911,2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame150_v911.jpg
CAM_20,2025-07-11T23+0300,KlSEy/9q7,2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame160_KlSEy9q7.jpg
CAM_20,2025-07-11T23+0300,KulSeu /97,2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame170_KulSeu97.jpg
CAM_20,2025-07-11T23+0300,KUlbey /92,2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame180_KUlbey92.jpg
CAM_20,2025-07-11T23+0300,KUlbey /92,2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame190_KUlbey92.jpg
CAM_20,2025-07-11T23+0300,KUlSey/92,2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame200_KUlSey92.jpg
CAM_20,2025-07-11T23+0300,KIlSeu /97,2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame210_KIlSeu97.jpg
CAM_20,2025-07-11T23+0300,v911,2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame220_v911.jpg
CAM_20,2025-07-11T23+0300,kulbey/97],2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame230_kulbey97.jpg
CAM_20,2025-07-11T23+0300,11924,2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame240_11924.jpg
CAM_20,2025-07-11T23+0300,11924,2025-07-11 23:15:57,detected_vehicles/20250711_231557_frame250_11924.jpg
